episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,10.0,1.0,1.0,0.0,1.0,1,stopped
1,8.571961364656062,1.0,1.0,0.0,1.0,1,stopped
2,8.02950997773786,1.0,1.0,0.0,1.0,1,stopped
3,2.9466690534754703,1.0,1.0,0.0,1.0,2,stopped
4,9.433423842728896,1.0,1.0,0.0,1.0,1,stopped
5,7.079710921534238,1.0,1.0,0.0,1.0,1,stopped
6,3.3212816445556848,1.0,1.0,0.0,1.0,2,stopped
7,1.9261789003173138,1.0,1.0,0.0,1.0,1,stopped
8,6.444071979008579,1.0,1.0,0.0,1.0,1,stopped
9,100.0,0.0,0.0,1.0,0.0,1,collision
10,10.0,1.0,1.0,0.0,1.0,1,stopped
11,3.322871356394744,1.0,1.0,0.0,1.0,1,stopped
12,3.117098759316651,1.0,1.0,0.0,1.0,1,stopped
13,9.894411628057874,1.0,1.0,0.0,1.0,1,stopped
14,7.010476324850366,1.0,1.0,0.0,1.0,1,stopped
15,3.837785125802646,1.0,1.0,0.0,1.0,2,stopped
16,9.913415473317286,1.0,1.0,0.0,1.0,1,stopped
17,2.9418862601326925,1.0,1.0,0.0,1.0,1,stopped
18,8.103618217105625,1.0,1.0,0.0,1.0,1,stopped
19,2.658062983236578,1.0,1.0,0.0,1.0,1,stopped
