episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,6.245682738898998,1.0,1.0,0.0,1.0,16,parked
1,4.243338253584036,1.0,1.0,0.0,1.0,13,parked
2,0.5512457885721432,1.0,1.0,0.0,1.0,8,parked
3,5.292948189660763,1.0,1.0,0.0,1.0,11,parked
4,0.5096480477010388,1.0,1.0,0.0,1.0,7,parked
5,17.534624469180734,1.0,1.0,0.0,1.0,17,parked
6,4.092620725843911,1.0,1.0,0.0,1.0,12,parked
7,0.6159233303622212,1.0,1.0,0.0,1.0,7,parked
8,0.058347268391437515,1.0,1.0,0.0,1.0,5,parked
9,6.620134865792346,1.0,1.0,0.0,1.0,13,parked
10,3.97614449690742,1.0,1.0,0.0,1.0,11,parked
11,3.361817273085577,1.0,1.0,0.0,1.0,10,parked
12,0.8543973249186044,1.0,1.0,0.0,1.0,7,parked
13,0.4554522161358276,1.0,1.0,0.0,1.0,8,parked
14,0.6643406843372678,1.0,1.0,0.0,1.0,8,parked
15,3.8253766268963183,1.0,1.0,0.0,1.0,12,parked
16,0.06733303653839519,1.0,1.0,0.0,1.0,3,parked
17,0.7355800713443698,1.0,1.0,0.0,1.0,9,parked
18,0.004257859179049154,1.0,1.0,0.0,1.0,1,parked
19,6.6811750681220685,1.0,1.0,0.0,1.0,12,parked
