episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,30.554388590308587,0.0,0.0,0.0,0.0,120,horizon
1,30.08854043547459,0.0,0.0,0.0,0.0,120,horizon
2,28.475483427766488,0.0,0.0,0.0,0.0,120,horizon
3,29.327527197064715,0.0,0.0,0.0,0.0,120,horizon
4,29.191854546304445,0.0,0.0,0.0,0.0,120,horizon
5,29.360799249365485,0.0,0.0,0.0,0.0,120,horizon
6,28.820527437840216,0.0,0.0,0.0,0.0,120,horizon
7,29.0175998748551,0.0,0.0,0.0,0.0,120,horizon
8,29.63007679080289,0.0,0.0,0.0,0.0,120,horizon
9,28.74059460024654,0.0,0.0,0.0,0.0,120,horizon
10,28.821857170015537,0.0,0.0,0.0,0.0,120,horizon
11,29.3622219233953,0.0,0.0,0.0,0.0,120,horizon
12,29.281287714500543,0.0,0.0,0.0,0.0,120,horizon
13,27.99126084512094,0.0,0.0,0.0,0.0,120,horizon
14,28.85414627195014,0.0,0.0,0.0,0.0,120,horizon
15,29.436515936949185,0.0,0.0,0.0,0.0,120,horizon
16,28.411493210328494,0.0,0.0,0.0,0.0,120,horizon
17,28.08410027243786,0.0,0.0,0.0,0.0,120,horizon
18,29.449289755339105,0.0,0.0,0.0,0.0,120,horizon
19,28.28417465461889,0.0,0.0,0.0,0.0,120,horizon
