episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,71.66334703760934,0.0,0.0,0.0,0.0,120,horizon
1,44.5690714783121,0.0,0.0,0.0,0.0,120,horizon
2,148.42385897934372,0.0,0.0,0.0,0.0,120,horizon
3,172.44552266516214,1.0,1.0,0.0,1.0,77,goal
4,2.390197640297532,0.0,0.0,0.0,0.0,120,horizon
5,85.59310809164292,0.0,0.0,0.0,0.0,120,horizon
6,37.471629140401696,0.0,0.0,0.0,0.0,120,horizon
7,15.020649394144073,1.0,1.0,0.0,1.0,44,goal
8,18.488548156743157,1.0,1.0,0.0,1.0,46,goal
9,206.25336703241817,1.0,1.0,0.0,1.0,78,goal
10,125.06481375446856,0.0,0.0,0.0,0.0,120,horizon
11,93.1507870370336,1.0,1.0,0.0,1.0,66,goal
12,7.135431090350816,0.0,0.0,0.0,0.0,120,horizon
13,38.21439405500558,0.0,0.0,0.0,0.0,120,horizon
14,178.8399929085112,1.0,1.0,0.0,1.0,78,goal
15,93.30143727803818,1.0,1.0,0.0,1.0,69,goal
16,6.30057079508193,0.0,0.0,0.0,0.0,120,horizon
17,90.58618397201123,1.0,1.0,0.0,1.0,67,goal
18,30.89751100860893,0.0,0.0,0.0,0.0,120,horizon
19,3.7190189605674764,1.0,1.0,0.0,1.0,28,goal
