episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,9.396737135701672,1.0,1.0,0.0,1.0,16,goal
1,9.437581224313782,1.0,1.0,0.0,1.0,16,goal
2,8.946531015107404,1.0,1.0,0.0,1.0,15,goal
3,9.999357064380076,1.0,1.0,0.0,1.0,18,goal
4,10.411566067792265,1.0,1.0,0.0,1.0,17,goal
5,10.092871687489513,1.0,1.0,0.0,1.0,17,goal
6,10.537195173143836,1.0,1.0,0.0,1.0,18,goal
7,9.116947281502044,1.0,1.0,0.0,1.0,16,goal
8,8.60281336700312,1.0,1.0,0.0,1.0,15,goal
9,10.25549020638764,1.0,1.0,0.0,1.0,17,goal
10,9.770452011528713,1.0,1.0,0.0,1.0,16,goal
11,8.679872595547671,1.0,1.0,0.0,1.0,15,goal
12,9.69652948900465,1.0,1.0,0.0,1.0,17,goal
13,10.848306499188828,1.0,1.0,0.0,1.0,18,goal
14,10.284012487322759,1.0,1.0,0.0,1.0,17,goal
15,9.871417543735209,1.0,1.0,0.0,1.0,17,goal
16,8.03447581061353,1.0,1.0,0.0,1.0,15,goal
17,10.502256038343157,1.0,1.0,0.0,1.0,18,goal
18,13.913257725378754,1.0,1.0,0.0,1.0,38,goal
19,10.707557565427988,1.0,1.0,0.0,1.0,21,goal
