episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,0.5597919591258703,1.0,1.0,0.0,1.0,8,parked
1,6.1198974248399205,1.0,1.0,0.0,1.0,14,parked
2,0.45335940255485163,1.0,1.0,0.0,1.0,8,parked
3,6.599728635581729,1.0,1.0,0.0,1.0,13,parked
4,3.9268254523336124,1.0,1.0,0.0,1.0,13,parked
5,2.443541534073875,1.0,1.0,0.0,1.0,10,parked
6,0.4792678963747385,1.0,1.0,0.0,1.0,9,parked
7,0.5302659668247135,1.0,1.0,0.0,1.0,8,parked
8,4.89418281332268,1.0,1.0,0.0,1.0,12,parked
9,4.8208267717157955,1.0,1.0,0.0,1.0,14,parked
10,4.685863469128223,1.0,1.0,0.0,1.0,13,parked
11,0.4012047446643868,1.0,1.0,0.0,1.0,8,parked
12,0.223485482824348,1.0,1.0,0.0,1.0,6,parked
13,2.657599583077569,1.0,1.0,0.0,1.0,13,parked
14,0.6548563360424382,1.0,1.0,0.0,1.0,8,parked
15,3.356729848922,1.0,1.0,0.0,1.0,13,parked
16,13.422999303652249,1.0,1.0,0.0,1.0,16,parked
17,7.36074562335355,1.0,1.0,0.0,1.0,13,parked
18,0.07152040097935039,1.0,1.0,0.0,1.0,2,parked
19,0.2402613189113769,1.0,1.0,0.0,1.0,7,parked
