episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,1.6441126920419578,1.0,1.0,0.0,1.0,12,parked
1,4.0301361700919776,1.0,1.0,0.0,1.0,12,parked
2,3.3844383912741165,1.0,1.0,0.0,1.0,10,parked
3,3.1686676100326476,1.0,1.0,0.0,1.0,11,parked
4,2.1423540039475735,1.0,1.0,0.0,1.0,12,parked
5,0.10072369142248588,1.0,1.0,0.0,1.0,6,parked
6,1.0094744221115108,1.0,1.0,0.0,1.0,11,parked
7,2.106963787219003,1.0,1.0,0.0,1.0,12,parked
8,5.927898408327678,1.0,1.0,0.0,1.0,14,parked
9,19.096453434115105,1.0,1.0,0.0,1.0,17,parked
10,0.0024567539731477125,1.0,1.0,0.0,1.0,1,parked
11,0.5783534537628118,1.0,1.0,0.0,1.0,8,parked
12,0.06312040986371348,1.0,1.0,0.0,1.0,2,parked
13,2.7960460577719393,1.0,1.0,0.0,1.0,10,parked
14,4.415349334347277,1.0,1.0,0.0,1.0,12,parked
15,2.8102839152152352,1.0,1.0,0.0,1.0,10,parked
16,1.1945293503634113,1.0,1.0,0.0,1.0,8,parked
17,5.995336896860487,1.0,1.0,0.0,1.0,13,parked
18,1.2897136952070587,1.0,1.0,0.0,1.0,9,parked
19,0.20554507725416146,1.0,1.0,0.0,1.0,7,parked
