episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,8.977098770415955,1.0,1.0,0.0,1.0,13,parked
1,6.536183646602947,1.0,1.0,0.0,1.0,13,parked
2,0.31087168405608856,1.0,1.0,0.0,1.0,7,parked
3,6.159228350363271,1.0,1.0,0.0,1.0,13,parked
4,6.620604782445382,1.0,1.0,0.0,1.0,13,parked
5,8.226782698997406,1.0,1.0,0.0,1.0,16,parked
6,0.32887549053296916,1.0,1.0,0.0,1.0,6,parked
7,3.5487113526690086,1.0,1.0,0.0,1.0,12,parked
8,4.377696544364527,1.0,1.0,0.0,1.0,14,parked
9,5.619825914363643,1.0,1.0,0.0,1.0,13,parked
10,0.0030129884081249985,1.0,1.0,0.0,1.0,1,parked
11,1.6060829276780035,1.0,1.0,0.0,1.0,12,parked
12,0.06907980585613271,1.0,1.0,0.0,1.0,4,parked
13,0.13887007464280446,1.0,1.0,0.0,1.0,5,parked
14,8.064383656821448,1.0,1.0,0.0,1.0,13,parked
15,0.1932076927520952,1.0,1.0,0.0,1.0,6,parked
16,2.301514637480967,1.0,1.0,0.0,1.0,11,parked
17,0.16096643566720184,1.0,1.0,0.0,1.0,8,parked
18,6.936851033871494,1.0,1.0,0.0,1.0,15,parked
19,5.292475357659866,1.0,1.0,0.0,1.0,12,parked
