episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,8.369091839690551,1.0,1.0,0.0,1.0,15,goal
1,9.23767631674681,1.0,1.0,0.0,1.0,16,goal
2,7.887420361102602,1.0,1.0,0.0,1.0,15,goal
3,7.914016895862611,1.0,1.0,0.0,1.0,15,goal
4,7.537785558149812,1.0,1.0,0.0,1.0,14,goal
5,7.419616465507318,1.0,1.0,0.0,1.0,14,goal
6,7.915394671950586,1.0,1.0,0.0,1.0,15,goal
7,8.78633350909384,1.0,1.0,0.0,1.0,16,goal
8,8.184815601670714,1.0,1.0,0.0,1.0,15,goal
9,8.87125493802356,1.0,1.0,0.0,1.0,16,goal
10,8.102535862097236,1.0,1.0,0.0,1.0,15,goal
11,8.816112812217913,1.0,1.0,0.0,1.0,15,goal
12,8.68931001113664,1.0,1.0,0.0,1.0,16,goal
13,8.574725337332467,1.0,1.0,0.0,1.0,15,goal
14,7.8623765683126585,1.0,1.0,0.0,1.0,14,goal
15,9.159568121680568,1.0,1.0,0.0,1.0,16,goal
16,7.24713622250871,1.0,1.0,0.0,1.0,14,goal
17,8.7898838693291,1.0,1.0,0.0,1.0,16,goal
18,8.738313723666726,1.0,1.0,0.0,1.0,15,goal
19,8.301128016086981,1.0,1.0,0.0,1.0,16,goal
