episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,24.354316770739384,0.0,0.0,0.0,0.0,120,horizon
1,25.141723809264356,0.0,0.0,0.0,0.0,120,horizon
2,24.837055103096944,0.0,0.0,0.0,0.0,120,horizon
3,24.23249507038657,0.0,0.0,0.0,0.0,120,horizon
4,24.050584509358764,0.0,0.0,0.0,0.0,120,horizon
5,23.779983372402263,0.0,0.0,0.0,0.0,120,horizon
6,24.78339445730507,0.0,0.0,0.0,0.0,120,horizon
7,26.272908321922415,0.0,0.0,0.0,0.0,120,horizon
8,24.91317459900501,0.0,0.0,0.0,0.0,120,horizon
9,25.86376522274906,0.0,0.0,0.0,0.0,120,horizon
10,24.627941877356204,0.0,0.0,0.0,0.0,120,horizon
11,25.03145402925955,0.0,0.0,0.0,0.0,120,horizon
12,24.11670642658472,0.0,0.0,0.0,0.0,120,horizon
13,24.30340044942694,0.0,0.0,0.0,0.0,120,horizon
14,23.804570432446774,0.0,0.0,0.0,0.0,120,horizon
15,24.08044928328914,0.0,0.0,0.0,0.0,120,horizon
16,24.23637846910452,0.0,0.0,0.0,0.0,120,horizon
17,24.814871300768285,0.0,0.0,0.0,0.0,120,horizon
18,25.60174114217774,0.0,0.0,0.0,0.0,120,horizon
19,24.484401646200336,0.0,0.0,0.0,0.0,120,horizon
