episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,0.41007465728884146,1.0,1.0,0.0,1.0,7,parked
1,7.383513260375483,1.0,1.0,0.0,1.0,12,parked
2,8.515426432625594,1.0,1.0,0.0,1.0,14,parked
3,0.6240416883682788,1.0,1.0,0.0,1.0,10,parked
4,2.242247516449609,1.0,1.0,0.0,1.0,9,parked
5,7.309407572889724,1.0,1.0,0.0,1.0,12,parked
6,2.6954173542047215,1.0,1.0,0.0,1.0,10,parked
7,1.6394096308016504,1.0,1.0,0.0,1.0,10,parked
8,17.15665681171812,1.0,1.0,0.0,1.0,16,parked
9,0.9245432558716229,1.0,1.0,0.0,1.0,9,parked
10,0.26857109033664833,1.0,1.0,0.0,1.0,5,parked
11,1.6551134478685485,1.0,1.0,0.0,1.0,12,parked
12,1.0203632473331739,1.0,1.0,0.0,1.0,9,parked
13,1.8649999529000707,1.0,1.0,0.0,1.0,10,parked
14,1.3437790665884746,1.0,1.0,0.0,1.0,9,parked
15,6.895423678400803,1.0,1.0,0.0,1.0,13,parked
16,0.10213262031329401,1.0,1.0,0.0,1.0,6,parked
17,1.146596773653484,1.0,1.0,0.0,1.0,10,parked
18,4.534382358082457,1.0,1.0,0.0,1.0,11,parked
19,4.991626325147898,1.0,1.0,0.0,1.0,11,parked
