episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,133.41708492512583,1.0,1.0,0.0,1.0,74,goal
1,103.38086805810602,1.0,1.0,0.0,1.0,71,goal
2,4.7024206091119165,1.0,1.0,0.0,1.0,27,goal
3,81.93111241475756,1.0,1.0,0.0,1.0,67,goal
4,97.15630892158687,1.0,1.0,0.0,1.0,69,goal
5,60.74858152111489,1.0,1.0,0.0,1.0,63,goal
6,4.909388607317272,1.0,1.0,0.0,1.0,24,goal
7,51.83474010958447,1.0,1.0,0.0,1.0,64,goal
8,26.655927929012314,1.0,1.0,0.0,1.0,50,goal
9,77.29479977220367,1.0,1.0,0.0,1.0,66,goal
10,0.0016180672785454995,1.0,1.0,0.0,1.0,1,goal
11,11.5088312882917,1.0,1.0,0.0,1.0,33,goal
12,0.24006116911523911,1.0,1.0,0.0,1.0,18,goal
13,2.006564958546238,1.0,1.0,0.0,1.0,26,goal
14,121.17727573447628,1.0,1.0,0.0,1.0,73,goal
15,0.5215390737280416,1.0,1.0,0.0,1.0,19,goal
16,19.12223823685517,1.0,1.0,0.0,1.0,45,goal
17,0.6733187863602411,1.0,1.0,0.0,1.0,18,goal
18,69.61796150768538,1.0,1.0,0.0,1.0,69,goal
19,81.78644104674942,1.0,1.0,0.0,1.0,67,goal
