episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,2.9173664798208048,1.0,1.0,0.0,1.0,2,stopped
1,1.212724312491192,1.0,1.0,0.0,1.0,1,stopped
2,4.980463187878563,1.0,1.0,0.0,1.0,1,stopped
3,3.444974579132258,1.0,1.0,0.0,1.0,1,stopped
4,3.413140359846959,1.0,1.0,0.0,1.0,1,stopped
5,6.038320906330621,1.0,1.0,0.0,1.0,1,stopped
6,100.0,0.0,0.0,1.0,0.0,1,collision
7,2.646994128747525,1.0,1.0,0.0,1.0,2,stopped
8,2.594701969682364,1.0,1.0,0.0,1.0,1,stopped
9,6.532878796802989,1.0,1.0,0.0,1.0,1,stopped
10,8.947507089490612,1.0,1.0,0.0,1.0,1,stopped
11,1.6115199364130723,1.0,1.0,0.0,1.0,2,stopped
12,3.5499787159927507,1.0,1.0,0.0,1.0,1,stopped
13,9.486381079808032,1.0,1.0,0.0,1.0,1,stopped
14,2.529125019890323,1.0,1.0,0.0,1.0,1,stopped
15,7.660062956122052,1.0,1.0,0.0,1.0,1,stopped
16,9.108156572474124,1.0,1.0,0.0,1.0,1,stopped
17,5.359444008756017,1.0,1.0,0.0,1.0,1,stopped
18,1.9320653041159428,1.0,1.0,0.0,1.0,1,stopped
19,0.7924364202995451,1.0,1.0,0.0,1.0,1,stopped
