episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,10.0,1.0,1.0,0.0,1.0,1,stopped
1,7.813487491517633,1.0,1.0,0.0,1.0,1,stopped
2,5.083050207535222,1.0,1.0,0.0,1.0,1,stopped
3,3.343902618257225,1.0,1.0,0.0,1.0,1,stopped
4,6.96363529139833,1.0,1.0,0.0,1.0,1,stopped
5,5.639078578242001,1.0,1.0,0.0,1.0,1,stopped
6,2.6986157274425295,1.0,1.0,0.0,1.0,1,stopped
7,2.085133520678642,1.0,1.0,0.0,1.0,1,stopped
8,5.149949283085728,1.0,1.0,0.0,1.0,1,stopped
9,100.0,0.0,0.0,1.0,0.0,1,collision
10,7.768491443737938,1.0,1.0,0.0,1.0,1,stopped
11,2.72367706814096,1.0,1.0,0.0,1.0,1,stopped
12,3.619044970177857,1.0,1.0,0.0,1.0,1,stopped
13,8.081456725408948,1.0,1.0,0.0,1.0,1,stopped
14,6.400085184866235,1.0,1.0,0.0,1.0,1,stopped
15,2.8416103134857513,1.0,1.0,0.0,1.0,2,stopped
16,10.0,1.0,1.0,0.0,1.0,1,stopped
17,2.7681215544747335,1.0,1.0,0.0,1.0,1,stopped
18,4.450556827182529,1.0,1.0,0.0,1.0,1,stopped
19,2.7246182448485166,1.0,1.0,0.0,1.0,1,stopped
