episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,9.4222463537156,1.0,1.0,0.0,1.0,30,goal
1,41.376049907532426,1.0,1.0,0.0,1.0,55,goal
2,65.76663696370943,1.0,1.0,0.0,1.0,65,goal
3,43.34767049159735,1.0,1.0,0.0,1.0,62,goal
4,19.244413391235646,1.0,1.0,0.0,1.0,38,goal
5,0.9737563250784694,1.0,1.0,0.0,1.0,23,goal
6,3.3968327664446902,1.0,1.0,0.0,1.0,29,goal
7,10.349354006398395,1.0,1.0,0.0,1.0,31,goal
8,50.607378078874426,1.0,1.0,0.0,1.0,58,goal
9,178.14092092709691,1.0,1.0,0.0,1.0,78,goal
10,0.02514277021373914,1.0,1.0,0.0,1.0,3,goal
11,6.167818439300471,1.0,1.0,0.0,1.0,26,goal
12,0.08283077042933974,1.0,1.0,0.0,1.0,6,goal
13,44.04330942898669,1.0,1.0,0.0,1.0,56,goal
14,48.76035267709219,1.0,1.0,0.0,1.0,57,goal
15,49.48984488112167,1.0,1.0,0.0,1.0,64,goal
16,19.78874019762605,1.0,1.0,0.0,1.0,44,goal
17,72.39295525107937,1.0,1.0,0.0,1.0,70,goal
18,22.390937415703696,1.0,1.0,0.0,1.0,54,goal
19,0.42255283929188353,1.0,1.0,0.0,1.0,17,goal
