episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,9.642173936423886,1.0,1.0,0.0,1.0,17,goal
1,9.46243842553369,1.0,1.0,0.0,1.0,16,goal
2,8.548262977495131,1.0,1.0,0.0,1.0,15,goal
3,8.874772971500178,1.0,1.0,0.0,1.0,16,goal
4,8.798654175828535,1.0,1.0,0.0,1.0,16,goal
5,7.849189554657282,1.0,1.0,0.0,1.0,15,goal
6,7.740164777292781,1.0,1.0,0.0,1.0,14,goal
7,8.335826302039196,1.0,1.0,0.0,1.0,15,goal
8,8.186994723672875,1.0,1.0,0.0,1.0,15,goal
9,8.283911934207135,1.0,1.0,0.0,1.0,15,goal
10,8.107623195906774,1.0,1.0,0.0,1.0,15,goal
11,8.851343796764914,1.0,1.0,0.0,1.0,16,goal
12,9.078386645809838,1.0,1.0,0.0,1.0,16,goal
13,7.667610963149136,1.0,1.0,0.0,1.0,14,goal
14,8.465285820320643,1.0,1.0,0.0,1.0,16,goal
15,8.73598615243975,1.0,1.0,0.0,1.0,15,goal
16,8.027460411854335,1.0,1.0,0.0,1.0,15,goal
17,7.930801630010232,1.0,1.0,0.0,1.0,16,goal
18,8.060137594148005,1.0,1.0,0.0,1.0,15,goal
19,7.737203257797774,1.0,1.0,0.0,1.0,14,goal
