episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,7.194524896932145,1.0,1.0,0.0,1.0,1,stopped
1,100.0,0.0,0.0,1.0,0.0,1,collision
2,2.6050605064237335,1.0,1.0,0.0,1.0,1,stopped
3,1.35385367547639,1.0,1.0,0.0,1.0,1,stopped
4,2.0033164254735305,1.0,1.0,0.0,1.0,1,stopped
5,2.793668209855089,1.0,1.0,0.0,1.0,1,stopped
6,3.2471214043990444,1.0,1.0,0.0,1.0,1,stopped
7,6.340345295244881,1.0,1.0,0.0,1.0,1,stopped
8,5.674643686474787,1.0,1.0,0.0,1.0,1,stopped
9,1.692989248828375,1.0,1.0,0.0,1.0,1,stopped
10,1.9987995228903408,1.0,1.0,0.0,1.0,1,stopped
11,5.35249410184799,1.0,1.0,0.0,1.0,1,stopped
12,4.64569306533868,1.0,1.0,0.0,1.0,1,stopped
13,2.2928616720584936,1.0,1.0,0.0,1.0,2,stopped
14,2.901092477840919,1.0,1.0,0.0,1.0,1,stopped
15,6.939707907465996,1.0,1.0,0.0,1.0,1,stopped
16,100.0,0.0,0.0,1.0,0.0,1,collision
17,1.5967396223827837,1.0,1.0,0.0,1.0,1,stopped
18,5.698122939270715,1.0,1.0,0.0,1.0,1,stopped
19,3.1481466788956234,1.0,1.0,0.0,1.0,1,stopped
