episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,10.806050138339534,1.0,1.0,0.0,1.0,16,parked
1,0.14836194825490656,1.0,1.0,0.0,1.0,5,parked
2,0.15560981364933868,1.0,1.0,0.0,1.0,6,parked
3,1.2294482606679489,1.0,1.0,0.0,1.0,9,parked
4,0.3845831559353102,1.0,1.0,0.0,1.0,7,parked
5,0.5323790096795568,1.0,1.0,0.0,1.0,9,parked
6,7.018249139542765,1.0,1.0,0.0,1.0,13,parked
7,0.9795063281466035,1.0,1.0,0.0,1.0,9,parked
8,6.920930237890408,1.0,1.0,0.0,1.0,11,parked
9,0.7045367326158918,1.0,1.0,0.0,1.0,8,parked
10,0.21690362665953566,1.0,1.0,0.0,1.0,7,parked
11,7.611690790063092,1.0,1.0,0.0,1.0,12,parked
12,1.8375596425057106,1.0,1.0,0.0,1.0,13,parked
13,5.709084647383392,1.0,1.0,0.0,1.0,12,parked
14,0.38220086321134145,1.0,1.0,0.0,1.0,8,parked
15,1.1881870474621405,1.0,1.0,0.0,1.0,10,parked
16,5.6030671264800365,1.0,1.0,0.0,1.0,13,parked
17,3.604786169223592,1.0,1.0,0.0,1.0,12,parked
18,5.105801954830847,1.0,1.0,0.0,1.0,14,parked
19,4.282583209068063,1.0,1.0,0.0,1.0,12,parked
