episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,8.215755974572682,1.0,1.0,0.0,1.0,15,goal
1,7.947188860934751,1.0,1.0,0.0,1.0,15,goal
2,7.450214055580928,1.0,1.0,0.0,1.0,14,goal
3,7.894360118647077,1.0,1.0,0.0,1.0,14,goal
4,8.178682196226845,1.0,1.0,0.0,1.0,15,goal
5,6.8884085495595295,1.0,1.0,0.0,1.0,14,goal
6,8.289491906725488,1.0,1.0,0.0,1.0,15,goal
7,7.614623397557104,1.0,1.0,0.0,1.0,14,goal
8,8.425819126424031,1.0,1.0,0.0,1.0,15,goal
9,7.782094000141028,1.0,1.0,0.0,1.0,14,goal
10,8.602201686760049,1.0,1.0,0.0,1.0,15,goal
11,8.98959848232108,1.0,1.0,0.0,1.0,16,goal
12,7.950667681902999,1.0,1.0,0.0,1.0,15,goal
13,7.905243406785402,1.0,1.0,0.0,1.0,15,goal
14,7.279501112383611,1.0,1.0,0.0,1.0,14,goal
15,7.619344621388685,1.0,1.0,0.0,1.0,14,goal
16,7.9101966769471455,1.0,1.0,0.0,1.0,15,goal
17,7.226030928900675,1.0,1.0,0.0,1.0,14,goal
18,8.016252879332843,1.0,1.0,0.0,1.0,15,goal
19,8.685546515852996,1.0,1.0,0.0,1.0,16,goal
