episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,100.0,0.0,0.0,1.0,0.0,1,collision
1,2.3160467761233754,1.0,1.0,0.0,1.0,4,stopped
2,3.997040488430035,1.0,1.0,0.0,1.0,1,stopped
3,1.3082391475336208,1.0,1.0,0.0,1.0,1,stopped
4,5.449387847183026,1.0,1.0,0.0,1.0,1,stopped
5,100.0,0.0,0.0,1.0,0.0,1,collision
6,7.5014818843297695,1.0,1.0,0.0,1.0,1,stopped
7,3.825153319938176,1.0,1.0,0.0,1.0,1,stopped
8,5.463076178314784,1.0,1.0,0.0,1.0,1,stopped
9,0.6691666920912304,1.0,1.0,0.0,1.0,1,stopped
10,7.70491727875438,1.0,1.0,0.0,1.0,1,stopped
11,7.313141315729025,1.0,1.0,0.0,1.0,1,stopped
12,3.659854960057793,1.0,1.0,0.0,1.0,1,stopped
13,3.238090446952446,1.0,1.0,0.0,1.0,1,stopped
14,5.432089621489755,1.0,1.0,0.0,1.0,1,stopped
15,1.0629996725087505,1.0,1.0,0.0,1.0,1,stopped
16,8.39163843054149,1.0,1.0,0.0,1.0,1,stopped
17,6.134209995718306,1.0,1.0,0.0,1.0,1,stopped
18,8.21937853479453,1.0,1.0,0.0,1.0,1,stopped
19,0.892279869427263,1.0,1.0,0.0,1.0,1,stopped
