episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,6.30435581918836,1.0,1.0,0.0,1.0,1,stopped
1,6.93942830947866,1.0,1.0,0.0,1.0,1,stopped
2,9.19817129109885,1.0,1.0,0.0,1.0,1,stopped
3,4.702295870123608,1.0,1.0,0.0,1.0,1,stopped
4,1.0080939257309867,1.0,1.0,0.0,1.0,1,stopped
5,100.0,0.0,0.0,1.0,0.0,1,collision
6,4.644476607520294,1.0,1.0,0.0,1.0,1,stopped
7,9.747851627362051,1.0,1.0,0.0,1.0,1,stopped
8,4.232612587921536,1.0,1.0,0.0,1.0,1,stopped
9,9.805855757836893,1.0,1.0,0.0,1.0,1,stopped
10,3.9204743553540924,1.0,1.0,0.0,1.0,1,stopped
11,1.7712739715844086,1.0,1.0,0.0,1.0,2,stopped
12,7.117393471681492,1.0,1.0,0.0,1.0,1,stopped
13,9.688432737035287,1.0,1.0,0.0,1.0,1,stopped
14,9.848564871581818,1.0,1.0,0.0,1.0,1,stopped
15,9.84666981785051,1.0,1.0,0.0,1.0,1,stopped
16,4.654484937450956,1.0,1.0,0.0,1.0,1,stopped
17,100.0,0.0,0.0,1.0,0.0,1,collision
18,5.268716881559117,1.0,1.0,0.0,1.0,1,stopped
19,9.196411677085505,1.0,1.0,0.0,1.0,1,stopped
