episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,0.6164502653691182,1.0,1.0,0.0,1.0,9,parked
1,6.119530185846638,1.0,1.0,0.0,1.0,15,parked
2,0.45518930844678906,1.0,1.0,0.0,1.0,8,parked
3,6.771789147215743,1.0,1.0,0.0,1.0,15,parked
4,3.994689005141397,1.0,1.0,0.0,1.0,14,parked
5,2.490378395655116,1.0,1.0,0.0,1.0,11,parked
6,0.48909206953061146,1.0,1.0,0.0,1.0,9,parked
7,0.5541700136512772,1.0,1.0,0.0,1.0,9,parked
8,4.885499414546812,1.0,1.0,0.0,1.0,12,parked
9,4.903077460866927,1.0,1.0,0.0,1.0,15,parked
10,4.741405980594007,1.0,1.0,0.0,1.0,14,parked
11,0.4063559542317799,1.0,1.0,0.0,1.0,9,parked
12,0.22717663039411418,1.0,1.0,0.0,1.0,7,parked
13,2.7311246415833192,1.0,1.0,0.0,1.0,14,parked
14,0.6883057752873707,1.0,1.0,0.0,1.0,10,parked
15,3.3475299297951295,1.0,1.0,0.0,1.0,13,parked
16,13.396730250928973,1.0,1.0,0.0,1.0,16,parked
17,7.388685326331348,1.0,1.0,0.0,1.0,14,parked
18,0.05912161081829076,1.0,1.0,0.0,1.0,2,parked
19,0.2572904841382829,1.0,1.0,0.0,1.0,9,parked
