episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,7.783428046558527,1.0,1.0,0.0,1.0,14,goal
1,9.158016868816594,1.0,1.0,0.0,1.0,16,goal
2,8.98538807130785,1.0,1.0,0.0,1.0,16,goal
3,8.19442120416896,1.0,1.0,0.0,1.0,15,goal
4,9.201411084222498,1.0,1.0,0.0,1.0,16,goal
5,8.320863010512072,1.0,1.0,0.0,1.0,15,goal
6,8.024381030786717,1.0,1.0,0.0,1.0,15,goal
7,7.385746742055327,1.0,1.0,0.0,1.0,15,goal
8,8.920906374437076,1.0,1.0,0.0,1.0,15,goal
9,9.832892071487795,1.0,1.0,0.0,1.0,16,goal
10,8.495104423643703,1.0,1.0,0.0,1.0,15,goal
11,7.791678944803789,1.0,1.0,0.0,1.0,15,goal
12,8.795371056892925,1.0,1.0,0.0,1.0,15,goal
13,8.22936220157613,1.0,1.0,0.0,1.0,15,goal
14,8.89864344988386,1.0,1.0,0.0,1.0,16,goal
15,8.12417178871197,1.0,1.0,0.0,1.0,16,goal
16,7.813820586740818,1.0,1.0,0.0,1.0,14,goal
17,7.98444611210058,1.0,1.0,0.0,1.0,15,goal
18,8.91202689078214,1.0,1.0,0.0,1.0,16,goal
19,7.866695205359716,1.0,1.0,0.0,1.0,15,goal
