episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,21.44300268535226,0.0,0.0,0.0,0.0,120,horizon
1,21.60118281901664,0.0,0.0,0.0,0.0,120,horizon
2,21.681270900154676,0.0,0.0,0.0,0.0,120,horizon
3,21.99465390906,0.0,0.0,0.0,0.0,120,horizon
4,20.771348075463912,0.0,0.0,0.0,0.0,120,horizon
5,20.96292979173306,0.0,0.0,0.0,0.0,120,horizon
6,21.269547536461918,0.0,0.0,0.0,0.0,120,horizon
7,21.595541002107687,0.0,0.0,0.0,0.0,120,horizon
8,21.778575534119174,0.0,0.0,0.0,0.0,120,horizon
9,20.920057476687468,0.0,0.0,0.0,0.0,120,horizon
10,20.301584279262865,0.0,0.0,0.0,0.0,120,horizon
11,21.99124208133923,0.0,0.0,0.0,0.0,120,horizon
12,21.875879385794907,0.0,0.0,0.0,0.0,120,horizon
13,20.643127369188562,0.0,0.0,0.0,0.0,120,horizon
14,21.525505181989974,0.0,0.0,0.0,0.0,120,horizon
15,20.290510331078792,0.0,0.0,0.0,0.0,120,horizon
16,20.63338720105534,0.0,0.0,0.0,0.0,120,horizon
17,20.698707920780176,0.0,0.0,0.0,0.0,120,horizon
18,21.902572763610227,0.0,0.0,0.0,0.0,120,horizon
19,22.218119192593704,0.0,0.0,0.0,0.0,120,horizon
