episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,6.1707110341168185,1.0,1.0,0.0,1.0,14,parked
1,4.241615910107067,1.0,1.0,0.0,1.0,13,parked
2,0.5653632783657133,1.0,1.0,0.0,1.0,9,parked
3,5.3013007303634225,1.0,1.0,0.0,1.0,11,parked
4,0.5077324474956698,1.0,1.0,0.0,1.0,7,parked
5,17.56211123485079,1.0,1.0,0.0,1.0,17,parked
6,4.050487826376995,1.0,1.0,0.0,1.0,12,parked
7,0.6026309335102757,1.0,1.0,0.0,1.0,8,parked
8,0.06113605332324392,1.0,1.0,0.0,1.0,5,parked
9,6.6259479576726275,1.0,1.0,0.0,1.0,13,parked
10,3.98357583489788,1.0,1.0,0.0,1.0,11,parked
11,3.366056294370399,1.0,1.0,0.0,1.0,10,parked
12,0.8411572198656613,1.0,1.0,0.0,1.0,8,parked
13,0.4368175990697746,1.0,1.0,0.0,1.0,8,parked
14,0.6663074754876698,1.0,1.0,0.0,1.0,8,parked
15,3.8123572899554943,1.0,1.0,0.0,1.0,12,parked
16,0.06918894049686726,1.0,1.0,0.0,1.0,4,parked
17,0.7109697712328981,1.0,1.0,0.0,1.0,8,parked
18,0.005169219370429693,1.0,1.0,0.0,1.0,1,parked
19,6.708131171759399,1.0,1.0,0.0,1.0,12,parked
