episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,8.108020526974839,1.0,1.0,0.0,1.0,15,goal
1,9.817193374022606,1.0,1.0,0.0,1.0,17,goal
2,7.5058011181353566,1.0,1.0,0.0,1.0,14,goal
3,7.897253513852795,1.0,1.0,0.0,1.0,15,goal
4,8.413559136680139,1.0,1.0,0.0,1.0,15,goal
5,9.550881627599214,1.0,1.0,0.0,1.0,16,goal
6,8.671167844254663,1.0,1.0,0.0,1.0,15,goal
7,8.623185363327378,1.0,1.0,0.0,1.0,15,goal
8,9.850260756383893,1.0,1.0,0.0,1.0,16,goal
9,8.623701786886912,1.0,1.0,0.0,1.0,15,goal
10,8.662170981148616,1.0,1.0,0.0,1.0,15,goal
11,8.44964056643674,1.0,1.0,0.0,1.0,15,goal
12,8.499961556543541,1.0,1.0,0.0,1.0,15,goal
13,8.713272668631117,1.0,1.0,0.0,1.0,15,goal
14,9.883299509330717,1.0,1.0,0.0,1.0,17,goal
15,7.9800238231387075,1.0,1.0,0.0,1.0,14,goal
16,8.322480471130987,1.0,1.0,0.0,1.0,15,goal
17,9.163823674795342,1.0,1.0,0.0,1.0,16,goal
18,8.162608847730937,1.0,1.0,0.0,1.0,15,goal
19,9.254731039888354,1.0,1.0,0.0,1.0,16,goal
