episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,0.030367467794778162,1.0,1.0,0.0,1.0,3,parked
1,0.29138465971971844,1.0,1.0,0.0,1.0,5,parked
2,0.9124689790214227,1.0,1.0,0.0,1.0,10,parked
3,0.6575448335507872,1.0,1.0,0.0,1.0,8,parked
4,5.912999432220666,1.0,1.0,0.0,1.0,11,parked
5,16.964130648047217,1.0,1.0,0.0,1.0,17,parked
6,1.8276797144198043,1.0,1.0,0.0,1.0,10,parked
7,4.455298408410996,1.0,1.0,0.0,1.0,13,parked
8,0.3019632144026648,1.0,1.0,0.0,1.0,6,parked
9,0.06730039858749456,1.0,1.0,0.0,1.0,2,parked
10,0.10358441682275962,1.0,1.0,0.0,1.0,4,parked
11,5.6654412782926,1.0,1.0,0.0,1.0,13,parked
12,0.15973592509740317,1.0,1.0,0.0,1.0,7,parked
13,5.9079992156654635,1.0,1.0,0.0,1.0,13,parked
14,0.6641256367623284,1.0,1.0,0.0,1.0,9,parked
15,5.408018535538947,1.0,1.0,0.0,1.0,12,parked
16,0.7319766144847791,1.0,1.0,0.0,1.0,9,parked
17,9.123918015424811,1.0,1.0,0.0,1.0,15,parked
18,4.067319211637499,1.0,1.0,0.0,1.0,12,parked
19,2.5897140551235545,1.0,1.0,0.0,1.0,12,parked
