episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,10.793890377400821,1.0,1.0,0.0,1.0,16,parked
1,0.17673104591821914,1.0,1.0,0.0,1.0,5,parked
2,0.18305682287239147,1.0,1.0,0.0,1.0,8,parked
3,1.287249461591839,1.0,1.0,0.0,1.0,9,parked
4,0.37343577321492616,1.0,1.0,0.0,1.0,7,parked
5,0.5687644369118587,1.0,1.0,0.0,1.0,9,parked
6,7.045172678554108,1.0,1.0,0.0,1.0,12,parked
7,0.9840186099246019,1.0,1.0,0.0,1.0,8,parked
8,6.921955044656446,1.0,1.0,0.0,1.0,13,parked
9,0.7254442045557623,1.0,1.0,0.0,1.0,10,parked
10,0.22506453442550944,1.0,1.0,0.0,1.0,6,parked
11,7.610416767007644,1.0,1.0,0.0,1.0,13,parked
12,1.8656071013769895,1.0,1.0,0.0,1.0,14,parked
13,5.748058363181996,1.0,1.0,0.0,1.0,11,parked
14,0.3960369873652451,1.0,1.0,0.0,1.0,8,parked
15,1.2633090310784023,1.0,1.0,0.0,1.0,10,parked
16,5.6130646150897965,1.0,1.0,0.0,1.0,12,parked
17,3.670371037328083,1.0,1.0,0.0,1.0,12,parked
18,5.1334342712967045,1.0,1.0,0.0,1.0,15,parked
19,4.348667233620153,1.0,1.0,0.0,1.0,13,parked
