episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,9.424216361784337,1.0,1.0,0.0,1.0,36,goal
1,53.47267530105109,1.0,1.0,0.0,1.0,60,goal
2,4.511923063097016,1.0,1.0,0.0,1.0,26,goal
3,94.3224692628314,1.0,1.0,0.0,1.0,69,goal
4,36.97650451290898,1.0,1.0,0.0,1.0,54,goal
5,41.09830016026564,1.0,1.0,0.0,1.0,56,goal
6,3.0694701381680414,1.0,1.0,0.0,1.0,26,goal
7,4.619246945089997,1.0,1.0,0.0,1.0,29,goal
8,88.99574701600352,1.0,1.0,0.0,1.0,66,goal
9,30.458582427466023,1.0,1.0,0.0,1.0,51,goal
10,55.96962101699927,1.0,1.0,0.0,1.0,60,goal
11,4.745925460146728,1.0,1.0,0.0,1.0,29,goal
12,3.46085990895506,1.0,1.0,0.0,1.0,26,goal
13,17.065169743949582,1.0,1.0,0.0,1.0,37,goal
14,6.840050840552701,1.0,1.0,0.0,1.0,27,goal
15,63.85224709286095,1.0,1.0,0.0,1.0,63,goal
16,182.71132154069755,1.0,1.0,0.0,1.0,77,goal
17,92.76511544070704,1.0,1.0,0.0,1.0,69,goal
18,0.05724074616580291,1.0,1.0,0.0,1.0,4,goal
19,1.3302480124284009,1.0,1.0,0.0,1.0,22,goal
