episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,8.467732457436433,1.0,1.0,0.0,1.0,16,goal
1,7.849877000896433,1.0,1.0,0.0,1.0,15,goal
2,7.397683068797424,1.0,1.0,0.0,1.0,14,goal
3,9.56196231550933,1.0,1.0,0.0,1.0,16,goal
4,9.688891710791655,1.0,1.0,0.0,1.0,17,goal
5,7.846345727210144,1.0,1.0,0.0,1.0,15,goal
6,8.117251936389078,1.0,1.0,0.0,1.0,15,goal
7,9.15475534703409,1.0,1.0,0.0,1.0,17,goal
8,9.400838268832471,1.0,1.0,0.0,1.0,17,goal
9,7.436400871256079,1.0,1.0,0.0,1.0,14,goal
10,9.008697440615034,1.0,1.0,0.0,1.0,17,goal
11,8.271054317054494,1.0,1.0,0.0,1.0,16,goal
12,9.489956926257234,1.0,1.0,0.0,1.0,17,goal
13,9.03070709759973,1.0,1.0,0.0,1.0,16,goal
14,9.726175854355628,1.0,1.0,0.0,1.0,17,goal
15,9.463752918857526,1.0,1.0,0.0,1.0,16,goal
16,9.424486906304649,1.0,1.0,0.0,1.0,17,goal
17,9.242119671058152,1.0,1.0,0.0,1.0,16,goal
18,9.207255693645125,1.0,1.0,0.0,1.0,16,goal
19,8.442390247359896,1.0,1.0,0.0,1.0,16,goal
