episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,9.501841780733288,1.0,1.0,0.0,1.0,26,goal
1,54.231842034983664,1.0,1.0,0.0,1.0,67,goal
2,4.933572154153296,1.0,1.0,0.0,1.0,33,goal
3,94.77135458146631,1.0,1.0,0.0,1.0,67,goal
4,37.01906613967779,1.0,1.0,0.0,1.0,56,goal
5,41.327188103511865,1.0,1.0,0.0,1.0,57,goal
6,3.505349837419366,1.0,1.0,0.0,1.0,32,goal
7,4.807017664674196,1.0,1.0,0.0,1.0,26,goal
8,89.80879860930887,1.0,1.0,0.0,1.0,72,goal
9,31.85852294300476,0.0,0.0,0.0,0.0,120,horizon
10,56.22855803588995,1.0,1.0,0.0,1.0,60,goal
11,4.945620875982955,1.0,1.0,0.0,1.0,24,goal
12,3.436403761789787,1.0,1.0,0.0,1.0,22,goal
13,17.654156260852968,1.0,1.0,0.0,1.0,34,goal
14,7.401037593700836,1.0,1.0,0.0,1.0,31,goal
15,64.65682781468746,1.0,1.0,0.0,1.0,70,goal
16,183.76920270997965,1.0,1.0,0.0,1.0,83,goal
17,93.0264562027617,1.0,1.0,0.0,1.0,66,goal
18,0.05444292594699576,1.0,1.0,0.0,1.0,4,goal
19,1.5434448740554558,1.0,1.0,0.0,1.0,27,goal
