episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,9.760264748504515,1.0,1.0,0.0,1.0,30,goal
1,41.77218791533289,1.0,1.0,0.0,1.0,63,goal
2,66.49360635697433,1.0,1.0,0.0,1.0,62,goal
3,43.83224630345957,1.0,1.0,0.0,1.0,61,goal
4,19.23296221960449,1.0,1.0,0.0,1.0,42,goal
5,1.0681009274142461,1.0,1.0,0.0,1.0,21,goal
6,3.721709370748373,1.0,1.0,0.0,1.0,35,goal
7,10.682840676266972,1.0,1.0,0.0,1.0,31,goal
8,51.1552880671235,1.0,1.0,0.0,1.0,68,goal
9,236.9428028476282,1.0,1.0,0.0,1.0,80,goal
10,0.027659023490965537,1.0,1.0,0.0,1.0,3,goal
11,6.48860104493316,1.0,1.0,0.0,1.0,26,goal
12,0.0640229800348145,1.0,1.0,0.0,1.0,4,goal
13,44.597906524551355,1.0,1.0,0.0,1.0,65,goal
14,49.17454786866522,1.0,1.0,0.0,1.0,66,goal
15,49.92701877884219,1.0,1.0,0.0,1.0,62,goal
16,19.82484695551205,1.0,1.0,0.0,1.0,49,goal
17,73.04222374370612,1.0,1.0,0.0,1.0,68,goal
18,22.76689925613072,1.0,1.0,0.0,1.0,52,goal
19,0.4907005530185575,1.0,1.0,0.0,1.0,19,goal
