episode,cost,success,strict_success,violation,reach_avoid,steps,terminal
0,0.030403099670702288,1.0,1.0,0.0,1.0,3,parked
1,0.29136737878534574,1.0,1.0,0.0,1.0,5,parked
2,0.9409265980586076,1.0,1.0,0.0,1.0,11,parked
3,0.6665896859928423,1.0,1.0,0.0,1.0,9,parked
4,6.058929976435365,1.0,1.0,0.0,1.0,12,parked
5,16.96137910441999,1.0,1.0,0.0,1.0,17,parked
6,1.8388211779464885,1.0,1.0,0.0,1.0,10,parked
7,4.46046754848709,1.0,1.0,0.0,1.0,13,parked
8,0.30514544533014126,1.0,1.0,0.0,1.0,8,parked
9,0.056813867767995754,1.0,1.0,0.0,1.0,2,parked
10,0.10751759766670146,1.0,1.0,0.0,1.0,4,parked
11,6.0016024914360635,1.0,1.0,0.0,1.0,14,parked
12,0.17257009852280167,1.0,1.0,0.0,1.0,7,parked
13,5.9295805426735315,1.0,1.0,0.0,1.0,13,parked
14,0.8209476400282141,1.0,1.0,0.0,1.0,12,parked
15,5.395487551838013,1.0,1.0,0.0,1.0,12,parked
16,0.7668406282476868,1.0,1.0,0.0,1.0,9,parked
17,9.124354299755591,1.0,1.0,0.0,1.0,15,parked
18,4.063261186438031,1.0,1.0,0.0,1.0,11,parked
19,2.5966078819753617,1.0,1.0,0.0,1.0,12,parked
