benchmark,method,seed,seconds,preparation_seconds,evaluation_seconds,iterations,mean_cost,success_rate,violation_rate,blocks,core_blocks,truncated_blocks,frontier_transitions,absorption_samples,status,model_calls,partition_seconds,absorption_seconds,frontier_solve_seconds,frontier_mode,frontier_backend,exact_action_projection,exact_projection_available,exact_projection_mean_width,exact_projection_feasible_rate,exact_projection_activation_rate,exact_projection_clipping_rate,action_regime,control_route,execution_device,scale_size,grid_state_count,block_compression_ratio,scalability_family,transition_regime,noise_scale,noise_model,action_sample_count,action_perturbation_count,action_perturbation_rate,mean_abs_action_deviation,mean_intended_action,mean_executed_action,frontier_hit_entropy,transition_expectation,scenario_count,evaluation_protocol,topology_noise_projection,topology_noise_interval_probability,topology_noise_support_points,support_aware_control,planning_horizon,training_seconds,scala_process_seconds,training_episodes,evaluation_episodes,alpha,gamma,epsilon0,epsilon_decay_factor,min_exploration,reward_mode,success_bonus,potential_scale,partition_variant,training_initialization,training_model_calls,evaluation_model_calls,learned_policy_entries,defaulted_blocks,defaulted_block_ids,source_artifact,partition_source,environment_parity,evaluation_owner,recorded_model_calls,preparation_model_calls,online_model_calls,absorption_model_calls,other_preparation_model_calls,call_count_source,control_and_runtime_source
stochastic_point_mass,SDTA-MDP,1,23.967701700050384,5.784944100072607,18.18275719997473,3,12.804964837277259,1.0,0.05,5,5,0,34,32,ok,339060,0.08474840014241636,5.6989098999183625,0.0007340000011026859,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,428,38,0.08878504672897196,0.1542056074766355,2.0116822429906542,2.0210280373831777,0.6338846639371398,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,15385,15385,323675,15385,0,complete leaf-dynamics replay,original measured main experiment
stochastic_point_mass,FineGridVI,1,0.18124040006659925,0.11380430008284748,0.06743499985896051,31,14.088528289351306,0.95,0.0,,,,,,ok,1600,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,744,64,0.08602150537634409,0.15994623655913978,1.3548387096774193,1.4153225806451613,,discounted exact finite-action expectation,0,isolated execution environment,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1600,,,,,recorded planning or training calls,original measured main experiment
stochastic_point_mass,TileQ,1,2.034696700051427,1.8900588999968022,0.14463680004701018,400,23.429020496655887,0.7,0.0,,,,,,ok,20240,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,1641,159,0.09689213893967093,0.1748933577087142,2.7361365021328456,2.64411943936624,,sampled Q-learning transitions,0,isolated execution environment,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,20240,,,,,recorded planning or training calls,original measured main experiment
stochastic_point_mass,MPC,1,6.2743619999382645,0.0,6.274341000011191,0,14.595323282524149,1.0,0.1,,,,,,ok,102799,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,435,37,0.08505747126436781,0.1425287356321839,1.9655172413793103,2.0160919540229885,,scenario mean,8,isolated execution environment,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,102799,,,,,recorded planning or training calls,original measured main experiment
stochastic_point_mass,SDTA-MDP,2,22.02111089997925,6.066504799993709,15.954605600098148,3,13.216759600776859,1.0,0.05,5,5,0,35,32,ok,338382,0.08367340010590851,5.981542499968782,0.0007150000892579556,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,426,27,0.06338028169014084,0.11502347417840375,2.023474178403756,1.9976525821596245,0.6493176887980346,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,16057,16057,322325,16057,0,complete leaf-dynamics replay,original measured main experiment
stochastic_point_mass,FineGridVI,2,0.15017820009961724,0.09635520004667342,0.05382209992967546,31,15.25813559734776,0.95,0.05,,,,,,ok,1600,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,787,61,0.07750952986022872,0.1473951715374841,1.241423125794155,1.3252858958068614,,discounted exact finite-action expectation,0,isolated execution environment,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1600,,,,,recorded planning or training calls,original measured main experiment
stochastic_point_mass,TileQ,2,2.3753527000080794,2.20115950005129,0.1741923000663519,400,23.212224965979548,0.4,0.0,,,,,,ok,19820,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,1773,159,0.08967851099830795,0.15341229554427524,2.7563451776649748,2.6841511562323745,,sampled Q-learning transitions,0,isolated execution environment,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,19820,,,,,recorded planning or training calls,original measured main experiment
stochastic_point_mass,MPC,2,6.212510599987581,0.0,6.2124895001761615,0,13.288794258938779,1.0,0.05,,,,,,ok,98865,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,418,27,0.0645933014354067,0.11722488038277512,2.0095693779904304,2.007177033492823,,scenario mean,8,isolated execution environment,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,98865,,,,,recorded planning or training calls,original measured main experiment
stochastic_point_mass,SDTA-MDP,3,23.019961999962106,6.573866799939424,16.446094800019637,2,13.131427204919078,1.0,0.05,5,5,0,33,32,ok,336032,0.108122400008142,6.464540299959481,0.000605700071901083,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,423,36,0.0851063829787234,0.16784869976359337,1.9976359338061467,2.0425531914893615,0.6276627095678959,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,15357,15357,320675,15357,0,complete leaf-dynamics replay,original measured main experiment
stochastic_point_mass,FineGridVI,3,0.15905930008739233,0.09878179989755154,0.06027660006657243,31,16.046837697357237,1.0,0.05,,,,,,ok,1600,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,789,75,0.09505703422053231,0.1964512040557668,1.3181242078580482,1.4157160963244613,,discounted exact finite-action expectation,0,isolated execution environment,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1600,,,,,recorded planning or training calls,original measured main experiment
stochastic_point_mass,TileQ,3,1.8742692000232637,1.7460074999835342,0.12826090003363788,400,21.436147997750407,0.55,0.0,,,,,,ok,19661,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,1505,139,0.09235880398671097,0.16146179401993355,1.2857142857142858,1.387375415282392,,sampled Q-learning transitions,0,isolated execution environment,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,19661,,,,,recorded planning or training calls,original measured main experiment
stochastic_point_mass,MPC,3,5.456928799860179,0.0,5.456894200062379,0,12.910821212512781,1.0,0.0,,,,,,ok,102210,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,432,37,0.08564814814814815,0.1388888888888889,2.0416666666666665,2.0462962962962963,,scenario mean,8,isolated execution environment,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,102210,,,,,recorded planning or training calls,original measured main experiment
stochastic_point_mass,SDTA-MDP,4,25.045811399817467,7.082710799993947,17.963100200053304,3,15.55837905277257,1.0,0.1,5,5,0,37,32,ok,347624,0.08216769993305206,6.999244899954647,0.0007091001607477665,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,438,54,0.1232876712328767,0.20319634703196346,2.029680365296804,2.0273972602739727,0.6554057549493367,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,15774,15774,331850,15774,0,complete leaf-dynamics replay,original measured main experiment
stochastic_point_mass,FineGridVI,4,0.15183049999177456,0.10552219999954104,0.04630749998614192,31,15.360231792831916,1.0,0.05,,,,,,ok,1600,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,684,86,0.12573099415204678,0.25146198830409355,1.4181286549707601,1.5467836257309941,,discounted exact finite-action expectation,0,isolated execution environment,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1600,,,,,recorded planning or training calls,original measured main experiment
stochastic_point_mass,TileQ,4,1.8029541000723839,1.713075399864465,0.08987790020182729,400,21.14952137615687,0.75,0.0,,,,,,ok,19872,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,1328,140,0.10542168674698796,0.19653614457831325,1.3177710843373494,1.4134036144578312,,sampled Q-learning transitions,0,isolated execution environment,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,19872,,,,,recorded planning or training calls,original measured main experiment
stochastic_point_mass,MPC,4,5.52020479994826,0.0,5.5201838000211865,0,14.66782993960608,1.0,0.05,,,,,,ok,107301,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,454,57,0.12555066079295155,0.22466960352422907,2.002202643171806,2.0198237885462555,,scenario mean,8,isolated execution environment,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,107301,,,,,recorded planning or training calls,original measured main experiment
stochastic_point_mass,SDTA-MDP,5,24.16050669993274,6.074183800024912,18.086322500137612,3,15.171036696847347,1.0,0.15,5,5,0,34,32,ok,343219,0.09541999991051853,5.977486900053918,0.0007160000968724489,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,431,41,0.0951276102088167,0.18097447795823665,1.9930394431554523,1.9559164733178653,0.6077163251129473,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,16119,16119,327100,16119,0,complete leaf-dynamics replay,original measured main experiment
stochastic_point_mass,FineGridVI,5,0.16794269997626543,0.12041399977169931,0.04752720007672906,31,16.7680867320703,1.0,0.1,,,,,,ok,1600,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,657,70,0.106544901065449,0.2115677321156773,1.4353120243531203,1.5098934550989345,,discounted exact finite-action expectation,0,isolated execution environment,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1600,,,,,recorded planning or training calls,original measured main experiment
stochastic_point_mass,TileQ,5,1.9202632999513298,1.8139472000766546,0.10631539998576045,400,18.49942070828575,0.8,0.0,,,,,,ok,19538,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,1166,109,0.09348198970840481,0.16981132075471697,1.3336192109777016,1.4125214408233275,,sampled Q-learning transitions,0,isolated execution environment,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,19538,,,,,recorded planning or training calls,original measured main experiment
stochastic_point_mass,MPC,5,5.927281399955973,0.0,5.927253300091252,0,13.765921451456112,1.0,0.05,,,,,,ok,104087,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,440,41,0.09318181818181819,0.19090909090909092,2.0022727272727274,1.9613636363636364,,scenario mean,8,isolated execution environment,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,104087,,,,,recorded planning or training calls,original measured main experiment
stochastic_point_mass,SDTA-MDP,6,21.436223099939525,5.795250999974087,15.640971600078046,3,12.702676480622653,1.0,0.05,5,5,0,36,32,ok,329446,0.08546989993192255,5.708369500003755,0.0007348998915404081,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,415,32,0.07710843373493977,0.12530120481927712,2.0,2.0433734939759036,0.6408610796524933,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,15571,15571,313875,15571,0,complete leaf-dynamics replay,original measured main experiment
stochastic_point_mass,FineGridVI,6,0.14107070001773536,0.09775750013068318,0.04331220011226833,31,13.018994820721838,1.0,0.0,,,,,,ok,1600,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,638,53,0.08307210031347963,0.1786833855799373,1.3871473354231976,1.4780564263322884,,discounted exact finite-action expectation,0,isolated execution environment,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1600,,,,,recorded planning or training calls,original measured main experiment
stochastic_point_mass,TileQ,6,1.8974943000357598,1.7846689999569207,0.1128241999540478,400,22.18262787474114,0.55,0.0,,,,,,ok,20944,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,1690,151,0.0893491124260355,0.15207100591715977,1.2372781065088758,1.3289940828402367,,sampled Q-learning transitions,0,isolated execution environment,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,20944,,,,,recorded planning or training calls,original measured main experiment
stochastic_point_mass,MPC,6,6.295196900144219,0.0,6.29517519986257,0,13.699549516312677,1.0,0.05,,,,,,ok,102134,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,432,35,0.08101851851851852,0.1527777777777778,2.011574074074074,2.0671296296296298,,scenario mean,8,isolated execution environment,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,102134,,,,,recorded planning or training calls,original measured main experiment
stochastic_point_mass,SDTA-MDP,7,24.533584299962968,7.296473399968818,17.237110499991104,3,14.760485107559584,1.0,0.1,5,5,0,36,32,ok,345879,0.11175490007735789,7.183341699885204,0.0007083998061716557,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,435,48,0.1103448275862069,0.22298850574712645,2.025287356321839,1.9954022988505746,0.6151995148433336,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,15504,15504,330375,15504,0,complete leaf-dynamics replay,original measured main experiment
stochastic_point_mass,FineGridVI,7,0.16269739996641874,0.10241569997742772,0.06028039986267686,31,17.458160194696347,0.9,0.05,,,,,,ok,1600,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,896,84,0.09375,0.1875,1.2064732142857142,1.3002232142857142,,discounted exact finite-action expectation,0,isolated execution environment,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1600,,,,,recorded planning or training calls,original measured main experiment
stochastic_point_mass,TileQ,7,1.9181853998452425,1.7853292999789119,0.1328553999774158,400,29.504361954376556,0.4,0.0,,,,,,ok,20846,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,1948,195,0.10010266940451745,0.21098562628336756,0.8270020533880903,0.9722792607802875,,sampled Q-learning transitions,0,isolated execution environment,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,20846,,,,,recorded planning or training calls,original measured main experiment
stochastic_point_mass,MPC,7,5.572193800006062,0.0,5.572172899963334,0,13.815602261360542,1.0,0.0,,,,,,ok,108498,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,458,51,0.11135371179039301,0.18777292576419213,2.010917030567686,2.019650655021834,,scenario mean,8,isolated execution environment,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,108498,,,,,recorded planning or training calls,original measured main experiment
stochastic_point_mass,SDTA-MDP,8,24.50876920018345,5.971284799976274,18.537484100088477,2,17.41932573323239,1.0,0.15,5,5,0,34,32,ok,345132,0.09593159984797239,5.8740461000707,0.0006349999457597733,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,435,37,0.08505747126436781,0.1471264367816092,2.004597701149425,2.0229885057471266,0.614717330409421,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,15907,15907,329225,15907,0,complete leaf-dynamics replay,original measured main experiment
stochastic_point_mass,FineGridVI,8,0.18149920017458498,0.12018710002303123,0.06131109991110861,31,15.033594308133791,0.95,0.0,,,,,,ok,1600,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,829,70,0.08443908323281062,0.17490952955367914,1.2376357056694813,1.3594692400482509,,discounted exact finite-action expectation,0,isolated execution environment,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1600,,,,,recorded planning or training calls,original measured main experiment
stochastic_point_mass,TileQ,8,2.1108204999472946,1.9894471999723464,0.12137269997037947,400,24.334767487237457,0.55,0.0,,,,,,ok,20760,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,1778,177,0.09955005624296963,0.17885264341957255,1.2395950506186726,1.3689538807649044,,sampled Q-learning transitions,0,isolated execution environment,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,20760,,,,,recorded planning or training calls,original measured main experiment
stochastic_point_mass,MPC,8,5.524150499841198,0.0,5.52412989991717,0,14.474405307885982,1.0,0.05,,,,,,ok,106589,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,450,38,0.08444444444444445,0.16,2.051111111111111,2.077777777777778,,scenario mean,8,isolated execution environment,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,106589,,,,,recorded planning or training calls,original measured main experiment
stochastic_point_mass,SDTA-MDP,9,23.366299400106072,5.61346450005658,17.75283439992927,2,17.80034818889318,1.0,0.25,5,5,0,34,32,ok,362792,0.08545349980704486,5.526834600139409,0.0006248001009225845,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,458,59,0.12882096069868995,0.22270742358078602,1.960698689956332,1.9344978165938864,0.651949330019157,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,15092,15092,347700,15092,0,complete leaf-dynamics replay,original measured main experiment
stochastic_point_mass,FineGridVI,9,0.1725470998790115,0.1103263997938484,0.06221959996037185,31,15.468746596422886,0.95,0.0,,,,,,ok,1600,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,806,97,0.12034739454094293,0.24689826302729528,1.3225806451612903,1.4106699751861043,,discounted exact finite-action expectation,0,isolated execution environment,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1600,,,,,recorded planning or training calls,original measured main experiment
stochastic_point_mass,TileQ,9,2.09483930002898,1.955648200120777,0.13919020001776516,400,26.55067136249346,0.35,0.0,,,,,,ok,21219,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,1965,196,0.09974554707379135,0.178117048346056,2.7572519083969467,2.652417302798982,,sampled Q-learning transitions,0,isolated execution environment,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,21219,,,,,recorded planning or training calls,original measured main experiment
stochastic_point_mass,MPC,9,6.42524140002206,0.0,6.4252044998575,0,15.043027491620332,1.0,0.05,,,,,,ok,111716,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,472,57,0.12076271186440678,0.211864406779661,2.0190677966101696,2.0021186440677967,,scenario mean,8,isolated execution environment,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,111716,,,,,recorded planning or training calls,original measured main experiment
stochastic_double_integrator_parking,SDTA-MDP,0,5.32387449988164,3.4583099998999387,1.8655641998630017,2,4.984540214431691,1.0,0.0,6,6,0,27,32,ok,56767,0.1353329000994563,3.3219200999010354,0.0005854999180883169,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,401,49,0.12219451371571072,0.1596009975062344,0.0399002493765586,-0.00997506234413965,0.4944574449677865,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,11410,11410,45357,11410,0,complete leaf-dynamics replay,original measured main experiment
stochastic_double_integrator_parking,FineGridVI,0,0.1689144999254495,0.04907179996371269,0.11984170018695295,762,31.198488262553376,0.35,0.0,,,,,,ok,576,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,2037,233,0.11438389788905252,0.11929307805596466,-0.0004909180166912126,-0.0009818360333824251,,discounted exact finite-action expectation,0,isolated execution environment,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,576,,,,,recorded planning or training calls,original measured main experiment
stochastic_double_integrator_parking,TileQ,0,2.2728724000044167,2.2303488000761718,0.042522700037807226,400,10.387485903101254,1.0,0.0,,,,,,ok,30378,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,799,93,0.11639549436795996,0.13266583229036297,-0.012515644555694618,-0.0050062578222778474,,sampled Q-learning transitions,0,isolated execution environment,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,30378,,,,,recorded planning or training calls,original measured main experiment
stochastic_double_integrator_parking,MPC,0,2.4662482000421733,0.0,2.466226999880746,0,6.058821151587859,0.95,0.0,,,,,,ok,67363,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,478,52,0.1087866108786611,0.11506276150627615,0.0041841004184100415,-0.006276150627615063,,scenario mean,8,isolated execution environment,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,67363,,,,,recorded planning or training calls,original measured main experiment
stochastic_double_integrator_parking,SDTA-MDP,1,4.727753900224343,3.345961700193584,1.3817918000277132,2,3.4430015022917964,0.95,0.0,6,6,0,25,32,ok,47414,0.12057620007544756,3.2243208000436425,0.0005724998190999031,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,321,21,0.06542056074766354,0.08411214953271028,0.028037383177570093,0.0,0.4157465116417331,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,11444,11444,35970,11444,0,complete leaf-dynamics replay,original measured main experiment
stochastic_double_integrator_parking,FineGridVI,1,0.16248539998196065,0.051920900121331215,0.11056350008584559,762,34.95112508186546,0.2,0.0,,,,,,ok,576,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,2089,188,0.08999521302058401,0.09286740067017712,0.0009573958831977022,-0.0019147917663954045,,discounted exact finite-action expectation,0,isolated execution environment,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,576,,,,,recorded planning or training calls,original measured main experiment
stochastic_double_integrator_parking,TileQ,1,2.2885176001582295,2.197286100126803,0.09123050002381206,400,85.39512288918385,0.5,0.0,,,,,,ok,31185,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,1535,138,0.08990228013029317,0.13420195439739413,0.020195439739413682,0.0006514657980456026,,sampled Q-learning transitions,0,isolated execution environment,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,31185,,,,,recorded planning or training calls,original measured main experiment
stochastic_double_integrator_parking,MPC,1,2.1767307999543846,0.0,2.176693699788302,0,4.989320344279912,0.95,0.0,,,,,,ok,59913,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,426,33,0.07746478873239436,0.08215962441314555,0.014084507042253521,-0.002347417840375587,,scenario mean,8,isolated execution environment,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,59913,,,,,recorded planning or training calls,original measured main experiment
stochastic_double_integrator_parking,SDTA-MDP,2,4.619590999791399,3.192498599877581,1.4270917000249028,3,4.863803134870482,0.95,0.0,6,6,0,27,32,ok,50456,0.12412639986723661,3.0671793001238257,0.0007108000572770834,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,343,28,0.08163265306122448,0.11370262390670553,-0.03206997084548105,0.011661807580174927,0.4927850083702149,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,11366,11366,39090,11366,0,complete leaf-dynamics replay,original measured main experiment
stochastic_double_integrator_parking,FineGridVI,2,0.18319100001826882,0.05175390001386404,0.1314356999937445,762,34.23288011106997,0.3,0.0,,,,,,ok,576,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,2052,198,0.09649122807017543,0.10526315789473684,0.005360623781676413,0.0014619883040935672,,discounted exact finite-action expectation,0,isolated execution environment,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,576,,,,,recorded planning or training calls,original measured main experiment
stochastic_double_integrator_parking,TileQ,2,2.3310135998763144,2.2126676999032497,0.11834480008110404,400,85.95869144601637,0.05,0.0,,,,,,ok,30854,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,2319,218,0.09400603708495041,0.11556705476498491,0.009055627425614488,0.00129366106080207,,sampled Q-learning transitions,0,isolated execution environment,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,30854,,,,,recorded planning or training calls,original measured main experiment
stochastic_double_integrator_parking,MPC,2,2.6921240999363363,0.0,2.6921035000123084,0,6.149141028220851,0.95,0.0,,,,,,ok,73193,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,517,40,0.07736943907156674,0.08123791102514506,-0.01160541586073501,0.007736943907156673,,scenario mean,8,isolated execution environment,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,73193,,,,,recorded planning or training calls,original measured main experiment
stochastic_double_integrator_parking,SDTA-MDP,3,6.570822200039402,3.243484699865803,3.3273371001705527,3,4.959339055369025,0.9,0.0,6,6,0,27,32,ok,101686,0.12302660010755062,3.1191518001724035,0.0008080999832600355,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,768,75,0.09765625,0.11588541666666667,-0.01171875,0.0078125,0.4939590674524367,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,11518,11518,90168,11518,0,complete leaf-dynamics replay,original measured main experiment
stochastic_double_integrator_parking,FineGridVI,3,0.16633130004629493,0.05098939989693463,0.11534070014022291,762,34.79151818915298,0.15,0.0,,,,,,ok,576,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,2249,217,0.09648732770120054,0.10449088483770565,-0.0026678523788350376,0.004891062694530902,,discounted exact finite-action expectation,0,isolated execution environment,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,576,,,,,recorded planning or training calls,original measured main experiment
stochastic_double_integrator_parking,TileQ,3,2.91945349983871,2.843254999956116,0.07619759999215603,400,7.874719886452121,0.9,0.0,,,,,,ok,30515,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,1055,94,0.08909952606635071,0.1080568720379147,-0.026540284360189573,0.005687203791469194,,sampled Q-learning transitions,0,isolated execution environment,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,30515,,,,,recorded planning or training calls,original measured main experiment
stochastic_double_integrator_parking,MPC,3,5.459465299965814,0.0,5.459444399923086,0,8.176819547127696,0.75,0.0,,,,,,ok,128600,0.0,,,,,,False,,,,,finite-action,baseline,cpu,,,,,stochastic,0.1,random-action-slip,902,81,0.08980044345898004,0.09312638580931264,0.005543237250554324,0.009977827050997782,,scenario mean,8,isolated execution environment,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,128600,,,,,recorded planning or training calls,original measured main experiment
