benchmark,method,seed,seconds,preparation_seconds,evaluation_seconds,iterations,mean_cost,success_rate,violation_rate,blocks,core_blocks,truncated_blocks,frontier_transitions,absorption_samples,status,model_calls,partition_seconds,absorption_seconds,frontier_solve_seconds,frontier_mode,frontier_backend,exact_action_projection,exact_projection_available,exact_projection_mean_width,exact_projection_feasible_rate,exact_projection_activation_rate,exact_projection_clipping_rate,action_regime,control_route,execution_device,scale_size,grid_state_count,block_compression_ratio,scalability_family,transition_regime,noise_scale,noise_model,action_sample_count,action_perturbation_count,action_perturbation_rate,mean_abs_action_deviation,mean_intended_action,mean_executed_action,frontier_hit_entropy,transition_expectation,scenario_count,evaluation_protocol,topology_noise_projection,topology_noise_interval_probability,topology_noise_support_points,support_aware_control,preparation_model_calls,absorption_model_calls,other_preparation_model_calls,online_model_calls,policy_decisions,online_model_calls_per_decision,model_call_accounting
stochastic_continuous_point_mass,SDTA-MDP,8,517.3512068999698,508.77414420002606,8.577062099939212,4,9.363909583132672,1.0,0.0,135,135,0,3982,32,ok,66185,45.83975599997211,462.759033099981,0.06746650009881705,sampled,sampled-forced,False,False,,,,,continuous-action,adaptive-candidates,cpu,,,,,stochastic,0.05,gaussian-action-noise,332,331,0.9969879518072289,0.25498702972099235,0.7244491560204541,0.7352970490698176,1.5663548293700615,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,bounded-ksigma-representative,0.9544997361036417,3,True,37940,37940,0,28245,332,85.07530120481928,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_continuous_point_mass,SDTA-MDP,9,516.8126923000673,509.2704917000374,7.542199700023048,3,9.788592523643553,1.0,0.05,135,135,0,3922,32,ok,64778,45.1532202999806,463.96735039993655,0.052878999966196716,sampled,sampled-forced,False,False,,,,,continuous-action,adaptive-candidates,cpu,,,,,stochastic,0.05,gaussian-action-noise,320,319,0.996875,0.24102047770212104,0.7450781614184581,0.7753829993655688,1.5577590479991494,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,bounded-ksigma-representative,0.9544997361036417,3,True,37737,37737,0,27041,320,84.503125,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_double_integrator_parking,SDTA-MDP,0,12.619692999986,8.327045599929988,4.29264660004992,2,4.984540214431691,1.0,0.0,6,6,0,27,32,ok,56767,0.33041110006161034,7.994928600033745,0.0009307999862357974,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,401,49,0.12219451371571072,0.1596009975062344,0.0399002493765586,-0.00997506234413965,0.4944574449677865,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,11410,11410,0,45357,401,113.10972568578553,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_double_integrator_parking,SDTA-MDP,1,10.923452900024131,7.751359999994747,3.172092100023292,2,3.4430015022917964,0.95,0.0,6,6,0,25,32,ok,47414,0.29877470002975315,7.45101059996523,0.000828899908810854,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,321,21,0.06542056074766354,0.08411214953271028,0.028037383177570093,0.0,0.4157465116417331,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,11444,11444,0,35970,321,112.05607476635514,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_double_integrator_parking,SDTA-MDP,2,12.834213599911891,8.63782929989975,4.1963832000037655,3,4.863803134870482,0.95,0.0,6,6,0,27,32,ok,50456,0.31489100004546344,8.3198878999101,0.0017314000288024545,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,343,28,0.08163265306122448,0.11370262390670553,-0.03206997084548105,0.011661807580174927,0.4927850083702149,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,11366,11366,0,39090,343,113.96501457725948,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_double_integrator_parking,SDTA-MDP,3,15.587121600052342,7.386020199977793,8.20110010006465,3,4.959339055369025,0.9,0.0,6,6,0,27,32,ok,101686,0.26922060002107173,7.114196399925277,0.0017121999990195036,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,768,75,0.09765625,0.11588541666666667,-0.01171875,0.0078125,0.4939590674524367,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,11518,11518,0,90168,768,117.40625,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_double_integrator_parking,SDTA-MDP,4,8.636358999996446,6.491964300046675,2.1443938000593334,1,4.253191799876214,1.0,0.0,6,6,0,26,32,ok,36479,0.2488720000255853,6.240674000000581,0.0012217999901622534,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,236,30,0.1271186440677966,0.1652542372881356,-0.05084745762711865,-0.029661016949152543,0.528230222088621,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,10745,10745,0,25734,236,109.04237288135593,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_double_integrator_parking,SDTA-MDP,5,12.850669300067239,7.495202500023879,5.355466200038791,3,4.3209979680791655,0.95,0.0,6,6,0,28,32,ok,71987,0.3223330999026075,7.1698817000724375,0.001712299999780953,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,522,48,0.09195402298850575,0.11302681992337164,0.0038314176245210726,0.005747126436781609,0.47661095908739476,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,11336,11336,0,60651,522,116.1896551724138,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_double_integrator_parking,SDTA-MDP,6,12.345535599975847,7.307302700006403,5.038231799961068,2,3.9269944652768514,0.9,0.0,6,6,0,26,32,ok,60510,0.2890796000137925,7.01558460004162,0.0014000999508425593,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,427,35,0.08196721311475409,0.11007025761124122,-0.00234192037470726,0.0,0.4879618779018696,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,11427,11427,0,49083,427,114.94847775175644,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_double_integrator_parking,SDTA-MDP,7,11.321034099906683,6.841373999952339,4.479659199947491,1,4.22229821922439,0.9,0.0,6,6,0,29,32,ok,63474,0.2786102000391111,6.5601098000770435,0.0011473000049591064,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,454,52,0.1145374449339207,0.14096916299559473,0.01762114537444934,0.00881057268722467,0.48532460492061874,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,11364,11364,0,52110,454,114.77973568281938,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_double_integrator_parking,SDTA-MDP,8,14.430768199963495,7.575434400001541,6.855333099956624,1,4.640276942703823,0.85,0.0,6,6,0,29,32,ok,89939,0.3175827000522986,7.255365499993786,0.0011677000438794494,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,669,64,0.09566517189835576,0.13153961136023917,-0.01195814648729447,0.014947683109118086,0.4924385961459634,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,11522,11522,0,78417,669,117.2152466367713,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_double_integrator_parking,SDTA-MDP,9,14.878353900043294,7.299897300079465,7.578455899958499,2,9.587298120426585,0.9,0.0,6,6,0,25,32,ok,96738,0.3374531000154093,6.959815899957903,0.0014177999692037702,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,726,79,0.10881542699724518,0.1418732782369146,-0.028925619834710745,-0.005509641873278237,0.43691765924538095,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,11520,11520,0,85218,726,117.3801652892562,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_pendulum_swing_up,SDTA-MDP,0,15.08251159999054,5.244106899946928,9.838403800036758,2,56.75123085507492,1.0,0.0,5,5,0,47,32,ok,59307,0.237725600018166,5.0028386999620125,0.0015956000424921513,sampled,sampled-forced,False,False,,,,,continuous-action,adaptive-candidates,cpu,,,,,stochastic,0.05,gaussian-action-noise,1067,696,0.6522961574507966,0.09768814271038921,0.0951265229615745,0.0967160884905679,0.6832996590529238,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,bounded-ksigma-representative,0.9544997361036417,3,True,5282,5282,0,54025,1067,50.63261480787254,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_pendulum_swing_up,SDTA-MDP,1,12.271626500063576,4.08223389997147,8.189391600084491,2,37.45294071148824,1.0,0.0,5,5,0,44,32,ok,54712,0.19293699995614588,3.8858029999537393,0.0016895000590011477,sampled,sampled-forced,False,False,,,,,continuous-action,adaptive-candidates,cpu,,,,,stochastic,0.05,gaussian-action-noise,932,631,0.677038626609442,0.10485578500887725,0.13251072961373392,0.12279331418861149,0.6416648313918729,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,bounded-ksigma-representative,0.9544997361036417,3,True,4638,4638,0,50074,932,53.727467811158796,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_pendulum_swing_up,SDTA-MDP,2,13.42570850008633,4.509588000015356,8.916119800065644,1,46.58707396161293,1.0,0.0,5,5,0,43,32,ok,58749,0.23869130003731698,4.268947500037029,0.0007473001023754478,sampled,sampled-forced,False,False,,,,,continuous-action,adaptive-candidates,cpu,,,,,stochastic,0.05,gaussian-action-noise,1064,737,0.6926691729323309,0.10826356744522994,-0.03759398496240601,-0.038389033375094125,0.6423294752297943,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,bounded-ksigma-representative,0.9544997361036417,3,True,5034,5034,0,53715,1064,50.484022556390975,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_pendulum_swing_up,SDTA-MDP,3,13.746659299940802,4.513437299989164,9.23322139994707,2,48.25022099869689,1.0,0.0,5,5,0,46,32,ok,61990,0.22732039995025843,4.282293599913828,0.001178800011985004,sampled,sampled-forced,False,False,,,,,continuous-action,adaptive-candidates,cpu,,,,,stochastic,0.05,gaussian-action-noise,1064,733,0.6889097744360902,0.11061148034837032,0.24671052631578946,0.23673045272659624,0.7025929688663328,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,bounded-ksigma-representative,0.9544997361036417,3,True,5155,5155,0,56835,1064,53.41635338345865,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_pendulum_swing_up,SDTA-MDP,4,12.909379299962893,3.876892499974929,9.032486099982634,2,47.83887608018349,1.0,0.0,5,5,0,46,32,ok,55932,0.17825060000177473,3.69631750008557,0.0009925999911502004,sampled,sampled-forced,False,False,,,,,continuous-action,adaptive-candidates,cpu,,,,,stochastic,0.05,gaussian-action-noise,1017,697,0.6853490658800393,0.10996359729030894,-0.012782694198623401,-0.014358168594501756,0.6621396549598275,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,bounded-ksigma-representative,0.9544997361036417,3,True,4769,4769,0,51163,1017,50.30776794493609,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_pendulum_swing_up,SDTA-MDP,5,12.809994200011715,4.477545799920335,8.332447400083765,2,51.07870004703756,1.0,0.0,5,5,0,46,32,ok,56024,0.18593000003602356,4.288334199925885,0.00153629994019866,sampled,sampled-forced,False,False,,,,,continuous-action,adaptive-candidates,cpu,,,,,stochastic,0.05,gaussian-action-noise,1009,676,0.6699702675916749,0.10632772727382112,-0.007433102081268583,-0.00915996693538437,0.6910936602766642,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,bounded-ksigma-representative,0.9544997361036417,3,True,5345,5345,0,50679,1009,50.22695738354807,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_pendulum_swing_up,SDTA-MDP,6,12.757244399981573,4.190069300006144,8.56717449997086,3,48.40581440092341,1.0,0.0,5,5,0,45,32,ok,58886,0.21931940002832562,3.9678505999036133,0.0017837999621406198,sampled,sampled-forced,False,False,,,,,continuous-action,adaptive-candidates,cpu,,,,,stochastic,0.05,gaussian-action-noise,990,692,0.6989898989898989,0.11367343125029843,0.22121212121212122,0.21124472103542768,0.6490702947458485,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,bounded-ksigma-representative,0.9544997361036417,3,True,4819,4819,0,54067,990,54.61313131313131,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_pendulum_swing_up,SDTA-MDP,7,15.480717699974775,5.117590299923904,10.363126500044018,2,37.584926509367655,1.0,0.0,5,5,0,46,32,ok,58172,0.17291830002795905,4.941331000067294,0.0015700999647378922,sampled,sampled-forced,False,False,,,,,continuous-action,adaptive-candidates,cpu,,,,,stochastic,0.05,gaussian-action-noise,962,667,0.6933471933471933,0.11020014272867762,0.03898128898128898,0.03829651140616397,0.6524725336115946,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,bounded-ksigma-representative,0.9544997361036417,3,True,5215,5215,0,52957,962,55.04885654885655,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_pendulum_swing_up,SDTA-MDP,8,13.275666600093246,4.54906160000246,8.726604100083932,2,40.330452292370616,1.0,0.0,5,5,0,44,32,ok,59749,0.18625480006448925,4.359791800030507,0.0016659999964758754,sampled,sampled-forced,False,False,,,,,continuous-action,adaptive-candidates,cpu,,,,,stochastic,0.05,gaussian-action-noise,1003,680,0.6779661016949152,0.10930653077466305,-0.19242273180458624,-0.192156428087779,0.7158625246234358,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,bounded-ksigma-representative,0.9544997361036417,3,True,5521,5521,0,54228,1003,54.06580259222333,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_pendulum_swing_up,SDTA-MDP,9,16.2298385000322,4.18413009995129,12.045707500074059,2,71.57174658716083,1.0,0.0,5,5,0,42,32,ok,74114,0.1956959000090137,3.985237199929543,0.0015388999599963427,sampled,sampled-forced,False,False,,,,,continuous-action,adaptive-candidates,cpu,,,,,stochastic,0.05,gaussian-action-noise,1260,841,0.6674603174603174,0.09949934947723237,0.029365079365079365,0.02848729522510277,0.6189687728926232,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,bounded-ksigma-representative,0.9544997361036417,3,True,4848,4848,0,69266,1260,54.973015873015875,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_point_mass,SDTA-MDP,0,53.66893160005566,14.677183100022376,38.99174770002719,2,14.731293997284633,1.0,0.05,5,5,0,35,32,ok,345360,0.21635389991570264,14.457670800038613,0.0014845000114291906,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,435,40,0.09195402298850575,0.15172413793103448,2.0068965517241377,2.0068965517241377,0.6510279074936138,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,15385,15385,0,329975,435,758.5632183908046,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_point_mass,SDTA-MDP,1,58.01962280005682,14.335128600010648,43.68449320003856,3,12.804964837277259,1.0,0.05,5,5,0,34,32,ok,339060,0.18498670007102191,14.145386099931784,0.0024686999386176467,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,428,38,0.08878504672897196,0.1542056074766355,2.0116822429906542,2.0210280373831777,0.6338846639371398,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,15385,15385,0,323675,428,756.25,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_point_mass,SDTA-MDP,2,56.73100040003192,14.71232500008773,42.018674300052226,3,13.216759600776859,1.0,0.05,5,5,0,35,32,ok,338382,0.18460360006429255,14.523315300000831,0.002769899903796613,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,426,27,0.06338028169014084,0.11502347417840375,2.023474178403756,1.9976525821596245,0.6493176887980346,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,16057,16057,0,322325,426,756.631455399061,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_point_mass,SDTA-MDP,3,52.49127340002451,16.230495600029826,36.26077699998859,2,13.131427204919078,1.0,0.05,5,5,0,33,32,ok,336032,0.214352700044401,16.012755700037815,0.0018981000175699592,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,423,36,0.0851063829787234,0.16784869976359337,1.9976359338061467,2.0425531914893615,0.6276627095678959,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,15357,15357,0,320675,423,758.0969267139479,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_point_mass,SDTA-MDP,4,56.603025200078264,15.513303600018844,41.08972080005333,3,15.55837905277257,1.0,0.1,5,5,0,37,32,ok,347624,0.19167910004034638,15.318344700033776,0.0016728999326005578,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,438,54,0.1232876712328767,0.20319634703196346,2.029680365296804,2.0273972602739727,0.6554057549493367,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,15774,15774,0,331850,438,757.648401826484,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_point_mass,SDTA-MDP,5,51.73122010007501,12.98906190006528,38.742157500004396,3,15.171036696847347,1.0,0.15,5,5,0,34,32,ok,343219,0.18514549999963492,12.801032099989243,0.0018526000203564763,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,431,41,0.0951276102088167,0.18097447795823665,1.9930394431554523,1.9559164733178653,0.6077163251129473,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,16119,16119,0,327100,431,758.9327146171694,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_point_mass,SDTA-MDP,6,49.43727360002231,12.844929900020361,36.592342899995856,3,12.702676480622653,1.0,0.05,5,5,0,36,32,ok,329446,0.18723090004641563,12.655747200013138,0.0010643999557942152,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,415,32,0.07710843373493977,0.12530120481927712,2.0,2.0433734939759036,0.6408610796524933,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,15571,15571,0,313875,415,756.3253012048193,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_point_mass,SDTA-MDP,7,54.248898299993016,12.969049299950711,41.279848300036974,3,14.760485107559584,1.0,0.1,5,5,0,36,32,ok,345879,0.1717998000094667,12.794986900058575,0.0012932000681757927,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,435,48,0.1103448275862069,0.22298850574712645,2.025287356321839,1.9954022988505746,0.6151995148433336,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,15504,15504,0,330375,435,759.4827586206897,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_point_mass,SDTA-MDP,8,52.18660589994397,13.015130799962208,39.171473799971864,2,17.41932573323239,1.0,0.15,5,5,0,34,32,ok,345132,0.17802639992441982,12.833105199970305,0.0030800000531598926,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,435,37,0.08505747126436781,0.1471264367816092,2.004597701149425,2.0229885057471266,0.614717330409421,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,15907,15907,0,329225,435,756.8390804597701,leaf-dynamics-v2: preparation + online; excludes execution and visualization
stochastic_point_mass,SDTA-MDP,9,45.03594960004557,12.007291599991731,33.02865690004546,2,17.80034818889318,1.0,0.25,5,5,0,34,32,ok,362792,0.1930852000368759,11.810782499960624,0.002069299924187362,sampled,sampled-forced,False,False,,,,,finite-action,finite-core,cpu,,,,,stochastic,0.1,random-action-slip,458,59,0.12882096069868995,0.22270742358078602,1.960698689956332,1.9344978165938864,0.651949330019157,Monte Carlo absorption estimates,32,isolated execution environment with common per-seed disturbance stream,exact-discrete-slip,1.0,,True,15092,15092,0,347700,458,759.170305676856,leaf-dynamics-v2: preparation + online; excludes execution and visualization
